time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
92.405,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.41,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.415,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.42,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.425,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.43,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.435,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.44,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.445,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.45,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.455,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.46,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.465,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.47,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.475,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.48,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.485,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.49,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.495,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.5,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.505,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.51,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.515,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
92.52,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
