time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
155,0,0,0,0,0,0,0,0,0,0,0,0
155.005,0,0,0,0,0,0,0,0,0,0,0,0
155.01,0,0,0,0,0,0,0,0,0,0,0,0
155.015,0,0,0,0,0,0,0,0,0,0,0,0
155.02,0,0,0,0,0,0,0,0,0,0,0,0
155.025,0,0,0,0,0,0,0,0,0,0,0,0
155.03,0,0,0,0,0,0,0,0,0,0,0,0
155.035,0,0,0,0,0,0,0,0,0,0,0,0
155.04,0,0,0,0,0,0,0,0,0,0,0,0
155.045,0,0,0,0,0,0,0,0,0,0,0,0
155.05,0,0,0,0,0,0,0,0,0,0,0,0
155.055,0,0,0,0,0,0,0,0,0,0,0,0
155.06,0,0,0,0,0,0,0,0,0,0,0,0
155.065,0,0,0,0,0,0,0,0,0,0,0,0
155.07,0,0,0,0,0,0,0,0,0,0,0,0
155.075,0,0,0,0,0,0,0,0,0,0,0,0
155.08,0,0,0,0,0,0,0,0,0,0,0,0
155.085,0,0,0,0,0,0,0,0,0,0,0,0
155.09,0,0,0,0,0,0,0,0,0,0,0,0
155.095,0,0,0,0,0,0,0,0,0,0,0,0
155.1,0,0,0,0,0,0,0,0,0,0,0,0
155.105,0,0,0,0,0,0,0,0,0,0,0,0
155.11,0,0,0,0,0,0,0,0,0,0,0,0
155.115,0,0,0,0,0,0,0,0,0,0,0,0
155.12,0,0,0,0,0,0,0,0,0,0,0,0
155.125,0,0,0,0,0,0,0,0,0,0,0,0
155.13,0,0,0,0,0,0,0,0,0,0,0,0
155.135,0,0,0,0,0,0,0,0,0,0,0,0
155.14,0,0,0,0,0,0,0,0,0,0,0,0
155.145,0,0,0,0,0,0,0,0,0,0,0,0
155.15,0,0,0,0,0,0,0,0,0,0,0,0
155.155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
